  33.71								
 165								
 577320463								
Year Mnth Day Hr	Dayl(s)	PRCP(mm/day)	SRAD(W/m2)	SWE(mm)	Tmax(C)	Tmin(C)	Vp(Pa)	DrainageDensity
1995 12 19 12	35251.2	8.06	127.96	0	14.03	14.03	1237.81	0.65
1995 12 20 12	35251.2	0.18	289.36	0	7.43	7.43	713.81	0.65
1995 12 21 12	35251.2	0	280.22	0	2.27	2.27	477.34	0.65
1995 12 22 12	35251.2	0	277.03	0	1.14	1.14	448.93	0.65
1995 12 23 12	35251.2	0	237.6	0	0.1	0.1	435.32	0.65
1995 12 24 12	35251.2	0.12	202.57	0	-0.78	-0.78	417.17	0.65
1995 12 25 12	35251.2	0.04	291.44	0	-1.71	-1.71	365.47	0.65
1995 12 26 12	35251.2	0	328.51	0	0.41	0.41	374.47	0.65
1995 12 27 12	35251.2	0	307.16	0	0.99	0.99	404.56	0.65
1995 12 28 12	35251.2	0	297.54	0	1.01	1.01	418.69	0.65
1995 12 29 12	35251.2	0	311.86	0	-1.36	-1.36	345.64	0.65
1995 12 30 12	35251.2	0.01	334.99	0	0.22	0.22	357.83	0.65
1995 12 31 12	35251.2	6.12	275.98	0	3.34	3.34	486.93	0.65
1996 01 01 12	35251.2	8.67	187.98	0	10.19	10.19	955.81	0.65
1996 01 02 12	35251.2	4.05	111.4	0	12.71	12.71	1160.91	0.65
1996 01 03 12	35268.21	0.61	321.62	0	7.81	7.81	710.72	0.65
1996 01 04 12	35404.62	0	141.19	0	2.26	2.26	543.22	0.65
1996 01 05 12	35536.19	13.35	214.9	0	3.2	3.2	609.65	0.65
1996 01 06 12	35596.8	14.02	177.74	0	6.49	6.49	696.54	0.65
1996 01 07 12	35596.8	3.31	303.18	0	1.74	1.74	400.93	0.65
1996 01 08 12	35596.8	0.04	199.1	0	-3.96	-3.96	298.44	0.65
1996 01 09 12	35596.8	0	344.19	0	-4.62	-4.62	300.35	0.65
1996 01 10 12	35596.8	0	381.73	0	0.54	0.54	365.28	0.65
1996 01 11 12	35675.46	16.46	299.64	0	2.62	2.62	417.16	0.65
1996 01 12 12	35932.83	5.49	336.12	0	3.41	3.41	498.05	0.65
1996 01 13 12	35942.4	0.39	253.24	0	1.13	1.13	467.73	0.65
1996 01 14 12	35942.4	0.13	383.75	0	4.77	4.77	524.48	0.65
1996 01 15 12	35942.4	0.01	381.59	0	8.99	8.99	660.07	0.65
1996 01 16 12	35942.4	0.11	292.05	0	12.62	12.62	915.76	0.65
1996 01 17 12	36165.09	0.43	267.26	0	13.79	13.79	1068.68	0.65
1996 01 18 12	36288	12.98	240.64	0	14.98	14.98	1085.57	0.65
1996 01 19 12	36288	4.28	380.26	0	5.67	5.67	449.79	0.65
1996 01 20 12	36288	2.25	263.13	0	-1.64	-1.64	302.88	0.65
1996 01 21 12	36305.01	1.06	310.15	0	-1.69	-1.69	339.74	0.65
1996 01 22 12	36624.03	0.11	306.39	0	1.86	1.86	482.9	0.65
1996 01 23 12	36633.6	8.81	297.01	0	4.41	4.41	563.68	0.65
1996 01 24 12	36633.6	5.12	276.79	0	9.61	9.61	710.25	0.65
1996 01 25 12	36633.6	2.36	299.1	0	3.3	3.3	453.64	0.65
1996 01 26 12	36918.59	65.03	304.5	0	2.92	2.92	452.14	0.65
1996 01 27 12	36979.2	21.55	365.78	0	5.49	5.49	544.46	0.65
1996 01 28 12	36979.2	0.39	307.82	0	1.2	1.2	412.79	0.65
1996 01 29 12	36979.2	0.95	314.16	0	2.01	2.01	480.59	0.65
1996 01 30 12	37315.23	11.6	158.16	0	7.75	7.75	790.26	0.65
1996 01 31 12	37324.8	3.79	386.1	0	6.05	6.05	611.33	0.65
1996 02 01 12	37324.8	19.34	130.74	0	0.9	0.9	468.16	0.65
1996 02 02 12	37403.46	20.01	142.3	0	-0.75	-0.75	443.64	0.65
1996 02 03 12	37670.4	5.07	296.04	0	-6.29	-6.29	246.02	0.65
1996 02 04 12	37670.4	0.18	382.36	0	-9.56	-9.56	173.62	0.65
1996 02 05 12	37670.4	0	358.53	0	-10.89	-10.89	165.53	0.65
1996 02 06 12	38006.43	0	425.79	0	-8.28	-8.28	233.47	0.65
1996 02 07 12	38016	0	270.44	0	0.55	0.55	507.96	0.65
1996 02 08 12	38016	3.8	256.31	0	5.35	5.35	716.2	0.65
1996 02 09 12	38238.69	1.27	376.4	0	10.77	10.77	915.77	0.65
1996 02 10 12	38361.6	0.29	399.25	0	12.64	12.64	914.3	0.65
1996 02 11 12	38361.6	0.1	397.58	0	13.28	13.28	899.78	0.65
1996 02 12 12	38440.26	0	431.15	0	6.75	6.75	561.5	0.65
1996 02 13 12	38707.2	0	425.49	0	3.25	3.25	445.88	0.65
1996 02 14 12	38707.2	0	447.67	0	4.57	4.57	516.14	0.65
1996 02 15 12	38724.21	0	420.08	0	11.53	11.53	791.48	0.65
1996 02 16 12	39052.8	0	431.89	0	5.86	5.86	520.55	0.65
1996 02 17 12	39052.8	0	387.55	0	-1.73	-1.73	326.53	0.65
1996 02 18 12	39069.81	0	465.84	0	-0.34	-0.34	345.78	0.65
1996 02 19 12	39398.4	12.44	344.66	0	4.79	4.79	544.5	0.65
1996 02 20 12	39398.4	4.15	370.41	0	11.83	11.83	951.82	0.65
1996 02 21 12	39415.41	0	424.86	0	12.25	12.25	965.91	0.65
1996 02 22 12	39744	0.08	338.66	0	13.67	13.67	1091.66	0.65
1996 02 23 12	39744	0.03	406.12	0	16.79	16.79	1304.15	0.65
1996 02 24 12	39897.43	0	441.62	0	18.29	18.29	1220	0.65
1996 02 25 12	40089.6	0	465.79	0	12.64	12.64	819	0.65
1996 02 26 12	40089.6	0	471.67	0	13.53	13.53	920	0.65
1996 02 27 12	40425.63	5.41	288.92	0	19.91	19.91	1489.14	0.65
1996 02 28 12	40435.2	2.46	352.92	0	18.07	18.07	1276.32	0.65
1996 02 29 12	40435.2	1.23	341.01	0	10.97	10.97	910.21	0.65
1996 03 01 12	40780.8	0	326.32	0	3.87	3.87	543.06	0.65
1996 03 02 12	40780.8	0	415.64	0	1.29	1.29	458.87	0.65
1996 03 03 12	40780.8	0	491.87	0	4.39	4.39	486.16	0.65
1996 03 04 12	41126.4	1.56	437.75	0	7.49	7.49	587.21	0.65
1996 03 05 12	41126.4	40.57	367.79	0	10.08	10.08	766.35	0.65
1996 03 06 12	41126.4	51.96	271.3	0	16.84	16.84	1250.25	0.65
1996 03 07 12	41472	13.18	412.61	0	12.78	12.78	801.27	0.65
1996 03 08 12	41472	0.1	421.99	0	1.59	1.59	378.64	0.65
1996 03 09 12	41817.6	0	393.79	0	-4.34	-4.34	279.88	0.65
1996 03 10 12	41817.6	0	487.8	0	-3.15	-3.15	295.37	0.65
1996 03 11 12	41817.6	0	503.11	0	0.76	0.76	369.08	0.65
1996 03 12 12	42163.2	0	515.92	0	3.52	3.52	424.75	0.65
1996 03 13 12	42163.2	0	522.07	0	6.82	6.82	512.17	0.65
1996 03 14 12	42163.2	0.01	471.45	0	10.43	10.43	751.77	0.65
1996 03 15 12	42508.8	0.15	350.62	0	16.87	16.87	1279.71	0.65
1996 03 16 12	42508.8	0.05	450.25	0	17.96	17.96	1343.08	0.65
1996 03 17 12	42844.83	0.03	479.66	0	17.71	17.71	1222.29	0.65
1996 03 18 12	42854.4	20.88	358.82	0	15.89	15.89	1080.1	0.65
1996 03 19 12	42854.4	6.97	508.22	0	13.37	13.37	843.57	0.65
1996 03 20 12	43200	0	377.12	0	5.42	5.42	584.8	0.65
1996 03 21 12	43200	0.11	331.74	0	2.57	2.57	521.9	0.65
1996 03 22 12	43200	0.04	524.31	0	4.47	4.47	518.89	0.65
1996 03 23 12	43545.6	0.32	410.74	0	7.13	7.13	561.87	0.65
1996 03 24 12	43545.6	19.45	410.17	0	9.68	9.68	661.38	0.65
1996 03 25 12	43555.17	11.04	399.08	0	13.81	13.81	876.6	0.65
1996 03 26 12	43891.2	2.2	372.55	0	13.05	13.05	904	0.65
1996 03 27 12	43891.2	21.72	172.62	0	8.55	8.55	861.26	0.65
1996 03 28 12	44236.8	8.05	236.79	0	9.1	9.1	957.64	0.65
1996 03 29 12	44236.8	0.29	305.76	0	11.92	11.92	1111.4	0.65
1996 03 30 12	44236.8	5.49	317.84	0	13.47	13.47	1173.72	0.65
1996 03 31 12	44582.4	3.29	379.3	0	15.87	15.87	1221.19	0.65
1996 04 01 12	44582.4	0.49	501.32	0	14.29	14.29	1003.28	0.65
1996 04 02 12	44582.4	0	552.49	0	10.92	10.92	762.15	0.65
1996 04 03 12	44928	0	557.68	0	11.5	11.5	781.68	0.65
1996 04 04 12	44928	0.01	550.74	0	14.82	14.82	934.85	0.65
1996 04 05 12	45273.6	2.29	410.5	0	14.46	14.46	906.74	0.65
1996 04 06 12	45273.6	0.95	357.03	0	9.58	9.58	758.65	0.65
1996 04 07 12	45273.6	0.06	548.76	0	6.41	6.41	605.31	0.65
1996 04 08 12	45619.2	0.01	523.77	0	7.73	7.73	629.47	0.65
1996 04 09 12	45619.2	0	564.49	0	11.78	11.78	747.12	0.65
1996 04 10 12	45619.2	0	576.4	0	8.85	8.85	607.15	0.65
1996 04 11 12	45964.8	0	580.48	0	8.78	8.78	610.02	0.65
1996 04 12 12	45964.8	2.71	437.16	0	11.83	11.83	800.81	0.65
1996 04 13 12	45974.37	2.78	391.66	0	17.63	17.63	1233.12	0.65
1996 04 14 12	46310.4	11.54	396.14	0	17.28	17.28	1235.74	0.65
1996 04 15 12	46310.4	3.68	547.74	0	18.18	18.18	1147.91	0.65
1996 04 16 12	46502.57	0.02	558.15	0	11.08	11.08	762.35	0.65
1996 04 17 12	46656	0	580.16	0	11.49	11.49	779.19	0.65
1996 04 18 12	46656	0.99	433.84	0	14.26	14.26	928.37	0.65
1996 04 19 12	46984.59	0.38	459.8	0	15.64	15.64	1251.22	0.65
1996 04 20 12	47001.6	42.31	325.73	0	21.02	21.02	1804.86	0.65
1996 04 21 12	47001.6	36.9	264.32	0	20.25	20.25	1754.62	0.65
1996 04 22 12	47330.19	13.16	327.04	0	19.18	19.18	1646.34	0.65
1996 04 23 12	47347.2	1.89	471.92	0	20.5	20.5	1562.7	0.65
1996 04 24 12	47347.2	0.01	544.13	0	13.69	13.69	1000.31	0.65
1996 04 25 12	47675.79	0.1	491.71	0	14.32	14.32	1008.65	0.65
1996 04 26 12	47692.8	0.04	545.24	0	18.13	18.13	1207.35	0.65
1996 04 27 12	47692.8	0	577.14	0	17.2	17.2	1088.82	0.65
1996 04 28 12	47959.74	0	573.76	0	16.87	16.87	1100.56	0.65
1996 04 29 12	48038.4	15.1	415.32	0	19.09	19.09	1259.04	0.65
1996 04 30 12	48038.4	5.04	583.43	0	16.92	16.92	1003.74	0.65
1996 05 01 12	48161.31	0	548.81	0	13.04	13.04	864.9	0.65
1996 05 02 12	48384	0	590.54	0	14.01	14.01	917.32	0.65
1996 05 03 12	48384	0	573.53	0	17.55	17.55	1132.47	0.65
1996 05 04 12	48393.57	0	556.63	0	19.63	19.63	1375.15	0.65
1996 05 05 12	48729.6	0	497.99	0	22.58	22.58	1751.99	0.65
1996 05 06 12	48729.6	0	448.07	0	23.75	23.75	1960.79	0.65
1996 05 07 12	48729.6	0	461.69	0	23.76	23.76	1928.26	0.65
1996 05 08 12	48996.54	0	504.98	0	22.35	22.35	1713.41	0.65
1996 05 09 12	49075.2	0	523.07	0	22.16	22.16	1649.71	0.65
1996 05 10 12	49075.2	0	526.41	0	22.53	22.53	1672.83	0.65
1996 05 11 12	49084.77	4.61	392.12	0	22.26	22.26	1622.64	0.65
1996 05 12 12	49420.8	1.54	558.34	0	18.57	18.57	1245.59	0.65
1996 05 13 12	49420.8	0	546.64	0	16.67	16.67	1155.93	0.65
1996 05 14 12	49420.8	0	525.89	0	17.26	17.26	1293.32	0.65
1996 05 15 12	49481.41	0	501.17	0	20.18	20.18	1590.61	0.65
1996 05 16 12	49766.4	0	455.08	0	22.21	22.21	1862.39	0.65
1996 05 17 12	49766.4	0	456.14	0	24.31	24.31	2034.84	0.65
1996 05 18 12	49766.4	0	520.38	0	23.73	23.73	1863.08	0.65
1996 05 19 12	49775.97	0	533.66	0	24.37	24.37	1861.98	0.65
1996 05 20 12	50094.99	0	526.95	0	24.66	24.66	1876.34	0.65
1996 05 21 12	50112	0	525.03	0	24.71	24.71	1899.29	0.65
1996 05 22 12	50112	0	526.79	0	25.37	25.37	1918.57	0.65
1996 05 23 12	50112	0	532.82	0	23.93	23.93	1795.4	0.65
1996 05 24 12	50234.91	0.87	457.55	0	24.78	24.78	1901.98	0.65
1996 05 25 12	50457.6	0.29	525.93	0	26.5	26.5	2074.7	0.65
1996 05 26 12	50457.6	0	501.45	0	26.96	26.96	2234.06	0.65
1996 05 27 12	50457.6	28.24	359.24	0	27.47	27.47	2377.46	0.65
1996 05 28 12	50457.6	24.65	369.41	0	25.92	25.92	2159.01	0.65
1996 05 29 12	50467.17	5.08	404.19	0	22.81	22.81	1894.45	0.65
1996 05 30 12	50724.54	0	459.17	0	20.61	20.61	1658.5	0.65
1996 05 31 12	50803.2	0	491.26	0	19.42	19.42	1540.57	0.65
1996 06 01 12	50803.2	0.44	394.52	0	20.79	20.79	1721.51	0.65
1996 06 02 12	50803.2	13.11	293.78	0	22.93	22.93	2000.64	0.65
1996 06 03 12	50803.2	4.32	362.6	0	20.35	20.35	1776.31	0.65
1996 06 04 12	50803.2	0.34	438.33	0	21.51	21.51	1690.25	0.65
1996 06 05 12	50812.77	0.11	547.43	0	22.26	22.26	1614.76	0.65
1996 06 06 12	50995.38	0.26	529.95	0	22.89	22.89	1673.6	0.65
1996 06 07 12	51131.79	9.84	403.39	0	23.49	23.49	1807.25	0.65
1996 06 08 12	51148.8	8.98	365.57	0	23.5	23.5	1856.76	0.65
1996 06 09 12	51148.8	2.88	346.45	0	20.15	20.15	1606.97	0.65
1996 06 10 12	51148.8	2.58	389.53	0	19.39	19.39	1558.88	0.65
1996 06 11 12	51148.8	9.79	384.95	0	21.69	21.69	1785.64	0.65
1996 06 12 12	51148.8	11.63	357.91	0	23.48	23.48	1998.55	0.65
1996 06 13 12	51148.8	5.28	340.79	0	23.36	23.36	2023.36	0.65
1996 06 14 12	51148.8	0.8	468.6	0	23.73	23.73	2022.22	0.65
1996 06 15 12	51148.8	0.15	470.44	0	24.78	24.78	2075.81	0.65
1996 06 16 12	51148.8	0.05	513.26	0	25.71	25.71	2114.43	0.65
1996 06 17 12	51148.8	0	512.23	0	26.29	26.29	2157.19	0.65
1996 06 18 12	51148.8	1.31	403.49	0	26.3	26.3	2211.83	0.65
1996 06 19 12	51148.8	1.19	378.7	0	26.43	26.43	2250.35	0.65
1996 06 20 12	51148.8	4.77	363.22	0	25.84	25.84	2231.91	0.65
1996 06 21 12	51148.8	1.5	502.64	0	26.3	26.3	2228.52	0.65
1996 06 22 12	51148.8	0	512.11	0	27.31	27.31	2327.4	0.65
1996 06 23 12	51148.8	1.14	398.25	0	28.29	28.29	2472.1	0.65
1996 06 24 12	51148.8	0.38	487.84	0	27.92	27.92	2431.29	0.65
1996 06 25 12	51148.8	2.06	369.27	0	27.71	27.71	2461.29	0.65
1996 06 26 12	51148.8	0.69	473.96	0	26.31	26.31	2177.12	0.65
1996 06 27 12	51148.8	0	543.82	0	25.12	25.12	1898.09	0.65
1996 06 28 12	51148.8	0	543.88	0	25.11	25.11	1893.68	0.65
1996 06 29 12	51148.8	0	523.98	0	26.37	26.37	2040.26	0.65
1996 06 30 12	51148.8	0	536.45	0	26.34	26.34	2002.41	0.65
1996 07 01 12	51148.8	0	539.63	0	26.69	26.69	2029.9	0.65
1996 07 02 12	51148.8	0.02	526.97	0	27.54	27.54	2137.43	0.65
1996 07 03 12	51148.8	0.01	522.36	0	27.82	27.82	2073.38	0.65
1996 07 04 12	51070.14	0	571.29	0	24.27	24.27	1608.51	0.65
1996 07 05 12	50926.11	0	555.81	0	22.91	22.91	1588.3	0.65
1996 07 06 12	50803.2	0	551.18	0	24.74	24.74	1800.15	0.65
1996 07 07 12	50803.2	54.5	412.15	0	25.89	25.89	1980.48	0.65
1996 07 08 12	50803.2	32.25	375.02	0	26.22	26.22	2146.07	0.65
1996 07 09 12	50803.2	4.7	504.91	0	25.03	25.03	2012.02	0.65
1996 07 10 12	50803.2	0.01	502.51	0	24.36	24.36	1925.52	0.65
1996 07 11 12	50786.19	0.69	391.62	0	22.95	22.95	1865.58	0.65
1996 07 12 12	50580.52	6.17	361.61	0	24.33	24.33	2108.82	0.65
1996 07 13 12	50457.6	6.99	319.69	0	25.45	25.45	2349.51	0.65
1996 07 14 12	50457.6	9.91	320.35	0	26.34	26.34	2479.55	0.65
1996 07 15 12	50457.6	5.17	314.04	0	26.63	26.63	2503.66	0.65
1996 07 16 12	50457.6	3.54	338.33	0	26.27	26.27	2409.02	0.65
1996 07 17 12	50378.94	0.91	449.98	0	26.27	26.27	2339.74	0.65
1996 07 18 12	50121.57	0	486.57	0	26.56	26.56	2334.52	0.65
1996 07 19 12	50112	0	468.89	0	27.6	27.6	2471.91	0.65
1996 07 20 12	50112	1.05	336.6	0	27.45	27.45	2523.8	0.65
1996 07 21 12	50112	0.57	339.51	0	27.61	27.61	2544.54	0.65
1996 07 22 12	49958.57	19.64	331.79	0	27.88	27.88	2566.71	0.65
1996 07 23 12	49766.4	9.49	356.7	0	27.55	27.55	2476.37	0.65
1996 07 24 12	49766.4	18.64	332.1	0	26.85	26.85	2441.25	0.65
1996 07 25 12	49766.4	6.17	353.75	0	26.59	26.59	2387.19	0.65
1996 07 26 12	49687.74	0.11	414.86	0	24.88	24.88	2177.37	0.65
1996 07 27 12	49420.8	23.77	351.91	0	24.97	24.97	2196.54	0.65
1996 07 28 12	49420.8	15.93	307.52	0	24.2	24.2	2186.57	0.65
1996 07 29 12	49420.8	2.67	434.5	0	24.39	24.39	2180.87	0.65
1996 07 30 12	49267.38	5.7	299.1	0	24.44	24.44	2272.48	0.65
1996 07 31 12	49075.2	6.48	289.56	0	24.82	24.82	2361.52	0.65
1996 08 01 12	49075.2	2.24	275.3	0	24.5	24.5	2316.44	0.65
1996 08 02 12	49075.2	6.79	361.02	0	24.1	24.1	2140.42	0.65
1996 08 03 12	48739.17	5.2	368.29	0	23.96	23.96	2110.59	0.65
1996 08 04 12	48729.6	1.01	489.59	0	25.16	25.16	2208.39	0.65
1996 08 05 12	48729.6	2.23	373.18	0	26.28	26.28	2349.55	0.65
1996 08 06 12	48650.94	3.62	364.91	0	27.21	27.21	2452.79	0.65
1996 08 07 12	48384	0.96	469.95	0	26.64	26.64	2398.79	0.65
1996 08 08 12	48384	8.59	359.96	0	26.91	26.91	2466.1	0.65
1996 08 09 12	48384	2.86	480.22	0	26.97	26.97	2341.5	0.65
1996 08 10 12	48038.4	0.01	520.45	0	24.26	24.26	1958.63	0.65
1996 08 11 12	48038.4	5.8	395.18	0	23.25	23.25	1895.53	0.65
1996 08 12 12	48038.4	2.06	419.17	0	24	24	2017.43	0.65
1996 08 13 12	47692.8	0.04	467.8	0	24.16	24.16	2054.28	0.65
1996 08 14 12	47692.8	0	509	0	23.42	23.42	1922.75	0.65
1996 08 15 12	47692.8	0	517.54	0	23.44	23.44	1887.23	0.65
1996 08 16 12	47347.2	0	520.14	0	24.24	24.24	1959.48	0.65
1996 08 17 12	47347.2	0	516.41	0	25.06	25.06	2033.05	0.65
1996 08 18 12	47347.2	0	507.04	0	25.25	25.25	2076.43	0.65
1996 08 19 12	47001.6	0	509.18	0	25.79	25.79	2164.3	0.65
1996 08 20 12	47001.6	0	483.02	0	26.79	26.79	2324.92	0.65
1996 08 21 12	47001.6	0.02	470.28	0	26.73	26.73	2335.08	0.65
1996 08 22 12	46656	0.01	490.89	0	26	26	2221.81	0.65
1996 08 23 12	46656	0.75	380.25	0	25.83	25.83	2187.09	0.65
1996 08 24 12	46656	3.24	380.56	0	25.99	25.99	2185.83	0.65
1996 08 25 12	46310.4	17.5	366.54	0	26.4	26.4	2245.89	0.65
1996 08 26 12	46310.4	6.8	366.09	0	25.21	25.21	2130.31	0.65
1996 08 27 12	46310.4	12.39	352.83	0	24.67	24.67	2139.44	0.65
1996 08 28 12	45964.8	7.62	327.67	0	25.2	25.2	2271.28	0.65
1996 08 29 12	45964.8	9.92	291.58	0	24.39	24.39	2257.59	0.65
1996 08 30 12	45964.8	9.31	314.89	0	24.38	24.38	2226.03	0.65
1996 08 31 12	45619.2	2.96	314.79	0	23.38	23.38	2088.03	0.65
1996 09 01 12	45619.2	4.89	325.63	0	23.03	23.03	2038.26	0.65
1996 09 02 12	45334.21	3.27	288.01	0	22.64	22.64	2051.28	0.65
1996 09 03 12	45273.6	1.15	281.92	0	22.51	22.51	2063.92	0.65
1996 09 04 12	45273.6	0.19	424.43	0	22.8	22.8	2017.69	0.65
1996 09 05 12	44928	0.34	386	0	23.53	23.53	2035.12	0.65
1996 09 06 12	44928	0.52	419.35	0	24.02	24.02	2049.15	0.65
1996 09 07 12	44928	0.14	434.01	0	24.29	24.29	2097.16	0.65
1996 09 08 12	44582.4	0	449.86	0	24.48	24.48	2130.43	0.65
1996 09 09 12	44582.4	4.36	344.33	0	25.51	25.51	2234.65	0.65
1996 09 10 12	44582.4	7.66	339.57	0	25.79	25.79	2216.34	0.65
1996 09 11 12	44236.8	2.2	465.48	0	24.91	24.91	2007.31	0.65
1996 09 12 12	44236.8	0.04	479.59	0	23.3	23.3	1816.92	0.65
1996 09 13 12	43891.2	0	481.24	0	22.52	22.52	1673.98	0.65
1996 09 14 12	43891.2	0	504.59	0	18.73	18.73	1339.28	0.65
1996 09 15 12	43891.2	0.45	378.06	0	18.74	18.74	1389.54	0.65
1996 09 16 12	43545.6	26.99	355.08	0	21.3	21.3	1745.32	0.65
1996 09 17 12	43545.6	8.95	400.91	0	24.86	24.86	2104.18	0.65
1996 09 18 12	43545.6	0	438.47	0	19.43	19.43	1541.21	0.65
1996 09 19 12	43200	0	483.5	0	18.45	18.45	1383.39	0.65
1996 09 20 12	43200	0.11	408.78	0	18.46	18.46	1386.1	0.65
1996 09 21 12	42854.4	27.6	348.63	0	19.13	19.13	1454.66	0.65
1996 09 22 12	42854.4	9.19	468.62	0	18.01	18.01	1360.88	0.65
1996 09 23 12	42854.4	0	490.22	0	19.25	19.25	1375.12	0.65
1996 09 24 12	42508.8	0	487.89	0	20.73	20.73	1459.02	0.65
1996 09 25 12	42508.8	0	466.7	0	21.58	21.58	1614.92	0.65
1996 09 26 12	42508.8	8.97	335.41	0	22.65	22.65	1805.5	0.65
1996 09 27 12	42163.2	10.64	319.11	0	22.76	22.76	1862.85	0.65
1996 09 28 12	42163.2	4.85	319.96	0	20.89	20.89	1677.85	0.65
1996 09 29 12	41817.6	0.77	460.92	0	15.67	15.67	1187.96	0.65
1996 09 30 12	41817.6	0.04	360.98	0	15.74	15.74	1186.44	0.65
1996 10 01 12	41817.6	0.16	345.3	0	16.97	16.97	1379.34	0.65
1996 10 02 12	41472	0.05	194.6	0	19.87	19.87	1862.68	0.65
1996 10 03 12	41472	0.05	209.57	0	20.39	20.39	1936.04	0.65
1996 10 04 12	41472	0.02	393.58	0	19.51	19.51	1638.74	0.65
1996 10 05 12	41126.4	0	417.14	0	18.14	18.14	1411.26	0.65
1996 10 06 12	41126.4	0	345.29	0	16.23	16.23	1317.92	0.65
1996 10 07 12	41065.79	0	355.33	0	15.86	15.86	1312.16	0.65
1996 10 08 12	40780.8	0	432.86	0	16.26	16.26	1239.5	0.65
1996 10 09 12	40780.8	0	444.12	0	16.96	16.96	1180.44	0.65
1996 10 10 12	40435.2	0	437.03	0	15.02	15.02	1049.04	0.65
1996 10 11 12	40435.2	0	446.29	0	13.91	13.91	966.38	0.65
1996 10 12 12	40435.2	0	451.28	0	13.09	13.09	888.3	0.65
1996 10 13 12	40089.6	0	455.86	0	13.54	13.54	891.84	0.65
1996 10 14 12	40089.6	0	445.36	0	14.87	14.87	969.26	0.65
1996 10 15 12	40089.6	0	440.69	0	15.65	15.65	1017.78	0.65
1996 10 16 12	39744	0.02	434.04	0	16.24	16.24	1108.48	0.65
1996 10 17 12	39744	14.93	300.21	0	18.82	18.82	1387.97	0.65
1996 10 18 12	39744	5.24	341.13	0	19.58	19.58	1349.98	0.65
1996 10 19 12	39398.4	0.09	428.05	0	12.01	12.01	829.7	0.65
1996 10 20 12	39398.4	0	429.07	0	10.39	10.39	754.37	0.65
1996 10 21 12	39398.4	0	430.35	0	12.31	12.31	864.59	0.65
1996 10 22 12	39052.8	14	299.72	0	17.09	17.09	1154.78	0.65
1996 10 23 12	39052.8	4.71	421.42	0	14.35	14.35	903.07	0.65
1996 10 24 12	39052.8	0.25	316.22	0	12.18	12.18	795.56	0.65
1996 10 25 12	38707.2	11.56	314.83	0	12.46	12.46	879.44	0.65
1996 10 26 12	38707.2	20.28	245.11	0	16.59	16.59	1321.19	0.65
1996 10 27 12	38707.2	5.65	199.5	0	18.68	18.68	1693.76	0.65
1996 10 28 12	38361.6	6.61	230.77	0	22	22	1988.64	0.65
1996 10 29 12	38361.6	2.36	215.98	0	22.5	22.5	1997.33	0.65
1996 10 30 12	38361.6	0.06	300.61	0	22.28	22.28	1841.97	0.65
1996 10 31 12	38016	0.02	327.6	0	17.07	17.07	1193.64	0.65
1996 11 01 12	38016	25.28	285.56	0	15.72	15.72	1033.06	0.65
1996 11 02 12	38016	8.48	330.23	0	11.31	11.31	829.15	0.65
1996 11 03 12	37749.06	0.02	384.35	0	6.41	6.41	594.97	0.65
1996 11 04 12	37670.4	0.12	289.59	0	5.96	5.96	577.18	0.65
1996 11 05 12	37670.4	0.4	282.56	0	8.16	8.16	755.26	0.65
1996 11 06 12	37660.83	3.9	178.56	0	15.13	15.13	1362.42	0.65
1996 11 07 12	37324.8	30.5	185.97	0	19.83	19.83	1718.44	0.65
1996 11 08 12	37324.8	9.75	346.34	0	14.98	14.98	1100.51	0.65
1996 11 09 12	37324.8	0	348.53	0	9.76	9.76	758.28	0.65
1996 11 10 12	37132.62	0	317.37	0	7.78	7.78	690.58	0.65
1996 11 11 12	36979.2	0	334.92	0	5.73	5.73	610.38	0.65
1996 11 12 12	36979.2	0.62	263.52	0	5.84	5.84	605.39	0.65
1996 11 13 12	36979.2	0.38	245.82	0	6.65	6.65	676.31	0.65
1996 11 14 12	36712.26	0.06	268.56	0	9.08	9.08	850.47	0.65
1996 11 15 12	36633.6	0	327.84	0	11.27	11.27	914.28	0.65
1996 11 16 12	36633.6	0	337.49	0	11.05	11.05	856.84	0.65
1996 11 17 12	36633.6	18.58	239.66	0	11.14	11.14	939.18	0.65
1996 11 18 12	36441.43	14.97	174.7	0	14.58	14.58	1269.55	0.65
1996 11 19 12	36288	2.92	160.27	0	14.5	14.5	1336.53	0.65
1996 11 20 12	36288	0.02	201.71	0	14.09	14.09	1309.64	0.65
1996 11 21 12	36288	0.38	178.84	0	15.61	15.61	1343.16	0.65
1996 11 22 12	36278.43	0.12	328.18	0	12.87	12.87	962.99	0.65
1996 11 23 12	36021.06	0	340.6	0	6.83	6.83	626.49	0.65
1996 11 24 12	35942.4	5.61	262.5	0	7.76	7.76	663.97	0.65
1996 11 25 12	35942.4	8.03	249.86	0	11.97	11.97	864.2	0.65
1996 11 26 12	35942.4	5.65	258.07	0	11.45	11.45	814.11	0.65
1996 11 27 12	35942.4	1.2	278.46	0	4.27	4.27	562.56	0.65
1996 11 28 12	35819.48	0	320.1	0	4.27	4.27	570.44	0.65
1996 11 29 12	35613.81	1.49	247.91	0	6.97	6.97	677.03	0.65
1996 11 30 12	35596.8	21.51	199.75	0	10.57	10.57	950.39	0.65
1996 12 01 12	35596.8	7.14	245.45	0	14.03	14.03	1119.8	0.65
