  33.71								
 165								
 577320463								
Year Mnth Day Hr	Dayl(s)	PRCP(mm/day)	SRAD(W/m2)	SWE(mm)	Tmax(C)	Tmin(C)	Vp(Pa)	DrainageDensity
1996 10 03 12	41472	0.04	492.92	0	22.51	22.51	2177.69	0.65
1996 10 04 12	41472	0.01	409.09	0	19.36	19.36	1827.46	0.65
1996 10 05 12	41126.4	0	461.54	0	17.91	17.91	1469.77	0.65
1996 10 06 12	41126.4	0	356.46	0	17.31	17.31	1470.82	0.65
1996 10 07 12	41065.79	0	475.06	0	17.42	17.42	1511.13	0.65
1996 10 08 12	40780.8	0	498.88	0	17.3	17.3	1380.15	0.65
1996 10 09 12	40780.8	0	492.24	0	15.01	15.01	1212.14	0.65
1996 10 10 12	40435.2	0	491.19	0	14.37	14.37	1104.69	0.65
1996 10 11 12	40435.2	0	498.62	0	12.37	12.37	951.35	0.65
1996 10 12 12	40435.2	0	487.4	0	13.91	13.91	965.23	0.65
1996 10 13 12	40089.6	0	486.07	0	15.58	15.58	1142.85	0.65
1996 10 14 12	40089.6	0	479.86	0	17.37	17.37	1195.3	0.65
1996 10 15 12	40089.6	0	474.01	0	18.2	18.2	1242.16	0.65
1996 10 16 12	39744	0	447.22	0	18.8	18.8	1537.36	0.65
1996 10 17 12	39744	0	365.5	0	22.23	22.23	2029.27	0.65
1996 10 18 12	39744	23.32	422.42	0	17.29	17.29	1584.13	0.65
1996 10 19 12	39398.4	0.06	444.76	0	9.44	9.44	718.51	0.65
1996 10 20 12	39398.4	0	457.82	0	12.15	12.15	778.16	0.65
1996 10 21 12	39398.4	3.27	346.9	0	15.42	15.42	1230.61	0.65
1996 10 22 12	39052.8	2.94	295.92	0	18.06	18.06	1697.08	0.65
1996 10 23 12	39052.8	12.03	463.76	0	12.56	12.56	1086.76	0.65
1996 10 24 12	39052.8	0	447.27	0	12.06	12.06	866.77	0.65
1996 10 25 12	38707.2	2.92	202.87	0	15.74	15.74	1381.64	0.65
1996 10 26 12	38707.2	28.83	156.24	0	18.76	18.76	2003.81	0.65
1996 10 27 12	38707.2	0	289.38	0	21.94	21.94	2316.58	0.65
1996 10 28 12	38361.6	9.92	195.9	0	23.49	23.49	2443.75	0.65
1996 10 29 12	38361.6	0.48	372.72	0	23.74	23.74	2311.96	0.65
1996 10 30 12	38361.6	1.6	380.67	0	21.23	21.23	1929.04	0.65
1996 10 31 12	38016	0.01	247.77	0	14.35	14.35	1156.51	0.65
1996 11 01 12	38016	28.82	150.84	0	15.15	15.15	1435.87	0.65
1996 11 02 12	38016	4.93	394.08	0	9.34	9.34	890.75	0.65
1996 11 03 12	37749.06	0.01	395.49	0	3.89	3.89	523.49	0.65
1996 11 04 12	37670.4	0.16	341.26	0	7.37	7.37	679.99	0.65
1996 11 05 12	37670.4	0.08	130.74	0	15.02	15.02	1369.22	0.65
1996 11 06 12	37660.83	0.23	297.84	0	19.47	19.47	1938.35	0.65
1996 11 07 12	37324.8	38.19	154.83	0	20.99	20.99	2168.35	0.65
1996 11 08 12	37324.8	2.59	377.68	0	13.47	13.47	1265.92	0.65
1996 11 09 12	37324.8	0	377.07	0	6.47	6.47	655.37	0.65
1996 11 10 12	37132.62	0	370.98	0	7.09	7.09	659.66	0.65
1996 11 11 12	36979.2	0	366.12	0	5.14	5.14	566.45	0.65
1996 11 12 12	36979.2	0.03	226.17	0	4.68	4.68	559.67	0.65
1996 11 13 12	36979.2	0.93	144.1	0	8.37	8.37	753.97	0.65
1996 11 14 12	36712.26	0.15	154.53	0	11.77	11.77	1090.51	0.65
1996 11 15 12	36633.6	0	340.5	0	11.82	11.82	1093.35	0.65
1996 11 16 12	36633.6	0	333.83	0	8.09	8.09	760.12	0.65
1996 11 17 12	36633.6	2.97	95.44	0	12.18	12.18	1178.35	0.65
1996 11 18 12	36441.43	31.49	92.53	0	13.71	13.71	1465.01	0.65
1996 11 19 12	36288	0.23	248.3	0	14.8	14.8	1480.36	0.65
1996 11 20 12	36288	0	146.11	0	15.75	15.75	1455.7	0.65
1996 11 21 12	36288	1.08	198.35	0	17.53	17.53	1773.89	0.65
1996 11 22 12	36278.43	0	349.28	0	8.27	8.27	878.13	0.65
1996 11 23 12	36021.06	0	344.71	0	6.82	6.82	737.66	0.65
1996 11 24 12	35942.4	0.37	271.83	0	11.27	11.27	1077.02	0.65
1996 11 25 12	35942.4	18.23	141.98	0	14.29	14.29	1452.52	0.65
1996 11 26 12	35942.4	1.32	291.99	0	8.05	8.05	900.86	0.65
1996 11 27 12	35942.4	1.16	342.59	0	3.05	3.05	534.97	0.65
1996 11 28 12	35819.48	0	321.29	0	5.77	5.77	585.53	0.65
1996 11 29 12	35613.81	1.8	122.67	0	9.12	9.12	893.54	0.65
1996 11 30 12	35596.8	1.43	119.78	0	14.91	14.91	1580.54	0.65
1996 12 01 12	35596.8	28.28	257.41	0	15.27	15.27	1508.49	0.65
1996 12 02 12	35596.8	1.56	326.87	0	6.2	6.2	704.52	0.65
1996 12 03 12	35596.8	0	291.63	0	6.12	6.12	733.58	0.65
1996 12 04 12	35596.8	0.02	230.63	0	5.22	5.22	683.02	0.65
1996 12 05 12	35473.89	6.32	155.94	0	7.85	7.85	879	0.65
1996 12 06 12	35329.86	0	311.5	0	9.62	9.62	979.52	0.65
1996 12 07 12	35251.2	6.52	293.72	0	14.88	14.88	1422.42	0.65
1996 12 08 12	35251.2	0.02	323.97	0	6.66	6.66	649.88	0.65
1996 12 09 12	35251.2	0.03	314.37	0	4.72	4.72	547.13	0.65
1996 12 10 12	35251.2	0.03	307.83	0	8.67	8.67	908.13	0.65
1996 12 11 12	35251.2	0	245.31	0	15.69	15.69	1575.76	0.65
1996 12 12 12	35251.2	13.15	184.74	0	18.06	18.06	1766.87	0.65
1996 12 13 12	35251.2	0	312.94	0	13.38	13.38	1233.96	0.65
1996 12 14 12	35251.2	0	312.09	0	9.28	9.28	844.57	0.65
1996 12 15 12	35251.2	0	140.1	0	8.54	8.54	838.67	0.65
1996 12 16 12	35251.2	17.96	73.15	0	9.8	9.8	1090.11	0.65
1996 12 17 12	35251.2	18.46	306.97	0	7.89	7.89	966.59	0.65
1996 12 18 12	35251.2	0.44	143.04	0	2.78	2.78	593.58	0.65
1996 12 19 12	35251.2	1.05	228.12	0	-3.01	-3.01	356.92	0.65
1996 12 20 12	35251.2	0	315.72	0	-3.15	-3.15	328.45	0.65
1996 12 21 12	35251.2	0	305.52	0	-2.47	-2.47	378.81	0.65
1996 12 22 12	35251.2	0	119.12	0	2.77	2.77	533.3	0.65
1996 12 23 12	35251.2	0.53	96.47	0	10.3	10.3	1135.57	0.65
1996 12 24 12	35251.2	13.66	198.17	0	12.61	12.61	1318.86	0.65
1996 12 25 12	35251.2	0	307.17	0	1.12	1.12	451.08	0.65
1996 12 26 12	35251.2	7.2	86.42	0	2.4	2.4	587.99	0.65
1996 12 27 12	35251.2	26.09	144.59	0	10.08	10.08	1160.83	0.65
1996 12 28 12	35251.2	1.27	185.36	0	15.81	15.81	1681.73	0.65
1996 12 29 12	35251.2	0.7	243.04	0	18.96	18.96	1922.94	0.65
1996 12 30 12	35251.2	0.32	110.44	0	18.42	18.42	1924.36	0.65
1996 12 31 12	35251.2	0.04	255.56	0	18.23	18.23	1850.89	0.65
1997 01 01 12	35251.2	2.83	203.81	0	17.67	17.67	1693.86	0.65
1997 01 02 12	35251.2	0.05	274.14	0	16.89	16.89	1617.85	0.65
1997 01 03 12	35268.21	0	298.68	0	18.12	18.12	1820.75	0.65
1997 01 04 12	35404.62	1.22	234.15	0	19.25	19.25	1966.14	0.65
1997 01 05 12	35536.19	16.59	281.46	0	16.42	16.42	1553.93	0.65
1997 01 06 12	35596.8	0.77	76.63	0	8.46	8.46	859.56	0.65
1997 01 07 12	35596.8	27.9	133.75	0	3	3	640.91	0.65
1997 01 08 12	35596.8	18.44	73.3	0	2.69	2.69	617.83	0.65
1997 01 09 12	35596.8	15.39	193.95	0	3.75	3.75	714.28	0.65
1997 01 10 12	35596.8	0.37	200.72	0	1.51	1.51	570.65	0.65
1997 01 11 12	35675.46	0.01	287.11	0	-5.29	-5.29	287.87	0.65
1997 01 12 12	35932.83	0	272.65	0	-3.59	-3.59	336.61	0.65
1997 01 13 12	35942.4	0	167.06	0	-4.46	-4.46	328.42	0.65
1997 01 14 12	35942.4	5.93	189.99	0	-2.45	-2.45	341.87	0.65
1997 01 15 12	35942.4	4.83	170.86	0	2.96	2.96	575.94	0.65
1997 01 16 12	35942.4	15.33	257	0	2.93	2.93	667.76	0.65
1997 01 17 12	36165.09	0	344.66	0	-5.82	-5.82	210.29	0.65
1997 01 18 12	36288	0	316.5	0	-3.62	-3.62	280.03	0.65
1997 01 19 12	36288	0	334.49	0	-0.71	-0.71	389.59	0.65
1997 01 20 12	36288	0	332.53	0	3.8	3.8	597.29	0.65
1997 01 21 12	36305.01	0	211.26	0	6.61	6.61	750.15	0.65
1997 01 22 12	36624.03	11.93	157.25	0	11.17	11.17	1161.24	0.65
1997 01 23 12	36633.6	3.02	93.88	0	10.65	10.65	1180.93	0.65
1997 01 24 12	36633.6	30.4	218.54	0	13.57	13.57	1427.16	0.65
1997 01 25 12	36633.6	5.35	354.01	0	10.56	10.56	1087.41	0.65
1997 01 26 12	36918.59	0.03	344.43	0	4.93	4.93	600.44	0.65
1997 01 27 12	36979.2	1.39	147.42	0	8.31	8.31	889.7	0.65
1997 01 28 12	36979.2	23.57	290.15	0	8.86	8.86	1053.7	0.65
1997 01 29 12	36979.2	1.35	338.18	0	3.41	3.41	588.6	0.65
1997 01 30 12	37315.23	0.2	354.31	0	7.79	7.79	840.58	0.65
1997 01 31 12	37324.8	0.05	361.14	0	6.53	6.53	713.94	0.65
1997 02 01 12	37324.8	0.35	359.85	0	9.14	9.14	977.35	0.65
1997 02 02 12	37403.46	0.14	327.36	0	15.65	15.65	1546.05	0.65
1997 02 03 12	37670.4	11.54	226.28	0	18.16	18.16	1782.3	0.65
1997 02 04 12	37670.4	1.52	110.23	0	16.41	16.41	1688.07	0.65
1997 02 05 12	37670.4	1.63	354.84	0	10.21	10.21	1058.45	0.65
1997 02 06 12	38006.43	0	141.19	0	3.55	3.55	630.72	0.65
1997 02 07 12	38016	9.91	91.5	0	6.28	6.28	842.63	0.65
1997 02 08 12	38016	7.97	299.96	0	7.54	7.54	930.19	0.65
1997 02 09 12	38238.69	0	376.46	0	3.9	3.9	634.39	0.65
1997 02 10 12	38361.6	0.79	237.52	0	3.86	3.86	634.55	0.65
1997 02 11 12	38361.6	0.03	293.11	0	2.79	2.79	582.88	0.65
1997 02 12 12	38440.26	3.28	241.82	0	4.04	4.04	639.46	0.65
1997 02 13 12	38707.2	27.56	116.82	0	6.11	6.11	872.3	0.65
1997 02 14 12	38707.2	0.12	198.26	0	8.94	8.94	1034.63	0.65
1997 02 15 12	38724.21	0.23	409.3	0	6.6	6.6	725.08	0.65
1997 02 16 12	39052.8	0	399.23	0	7.48	7.48	647.46	0.65
1997 02 17 12	39052.8	0	408.77	0	7.66	7.66	740.68	0.65
1997 02 18 12	39069.81	0	407.34	0	9.61	9.61	801.92	0.65
1997 02 19 12	39398.4	0	390.69	0	13.49	13.49	1239.1	0.65
1997 02 20 12	39398.4	2.31	273.32	0	18.34	18.34	1748.2	0.65
1997 02 21 12	39415.41	44.93	199.51	0	17.55	17.55	1828.59	0.65
1997 02 22 12	39744	0	364.28	0	11.17	11.17	1136.23	0.65
1997 02 23 12	39744	1.26	300.3	0	6.36	6.36	650.78	0.65
1997 02 24 12	39897.43	0	218.3	0	8.08	8.08	663.72	0.65
1997 02 25 12	40089.6	2.82	147.66	0	7.78	7.78	833.53	0.65
1997 02 26 12	40089.6	3.84	277.9	0	11.82	11.82	1281.07	0.65
1997 02 27 12	40425.63	14.04	180.32	0	16.21	16.21	1653.03	0.65
1997 02 28 12	40435.2	19.12	286.49	0	14.79	14.79	1560.84	0.65
1997 03 01 12	40435.2	6.19	331.69	0	20.59	20.59	2114.5	0.65
1997 03 02 12	40780.8	13.92	157.71	0	19.26	19.26	2031.21	0.65
1997 03 03 12	40780.8	14.51	428.8	0	16.45	16.45	1636.08	0.65
1997 03 04 12	40780.8	0.76	469.14	0	14.75	14.75	1304.83	0.65
1997 03 05 12	41126.4	10.22	225.11	0	16.31	16.31	1593.99	0.65
1997 03 06 12	41126.4	2.33	488.93	0	9.12	9.12	907.9	0.65
1997 03 07 12	41126.4	0	482.4	0	7.64	7.64	651.02	0.65
1997 03 08 12	41472	0	468.72	0	12.62	12.62	955.82	0.65
1997 03 09 12	41472	0	449.92	0	16.01	16.01	1219.33	0.65
1997 03 10 12	41817.6	5.81	208.73	0	17.94	17.94	1687.15	0.65
1997 03 11 12	41817.6	0.08	476.75	0	18.1	18.1	1534.73	0.65
1997 03 12 12	41817.6	0.22	428.28	0	15.56	15.56	1158.2	0.65
1997 03 13 12	42163.2	16.45	244.49	0	15.51	15.51	1393.97	0.65
1997 03 14 12	42163.2	4.33	306.1	0	17.23	17.23	1705.05	0.65
1997 03 15 12	42163.2	0	501.42	0	5.91	5.91	716.98	0.65
1997 03 16 12	42508.8	0	502.57	0	5.22	5.22	552.33	0.65
1997 03 17 12	42508.8	0.01	123.07	0	8.2	8.2	750.72	0.65
1997 03 18 12	42844.83	1.28	405.47	0	15.31	15.31	1350.89	0.65
1997 03 19 12	42854.4	8.25	315.48	0	18.82	18.82	1835	0.65
1997 03 20 12	42854.4	0.02	494.47	0	14.75	14.75	1371.46	0.65
1997 03 21 12	43200	0.02	496.75	0	14.9	14.9	1180.25	0.65
1997 03 22 12	43200	0	500.1	0	15.84	15.84	1245.86	0.65
1997 03 23 12	43200	0	516.85	0	11.66	11.66	935.93	0.65
1997 03 24 12	43545.6	0	511.47	0	12.61	12.61	860	0.65
1997 03 25 12	43545.6	0.69	432.92	0	16.14	16.14	1365.13	0.65
1997 03 26 12	43555.17	7.62	324.54	0	16.77	16.77	1586.25	0.65
1997 03 27 12	43891.2	0	503.24	0	13.93	13.93	1030.17	0.65
1997 03 28 12	43891.2	0.59	391.87	0	18.73	18.73	1717.16	0.65
1997 03 29 12	44236.8	0.58	515.66	0	19.55	19.55	1674.25	0.65
1997 03 30 12	44236.8	0.06	396.73	0	16.15	16.15	1225.28	0.65
1997 03 31 12	44236.8	0	530.93	0	11.63	11.63	913.67	0.65
1997 04 01 12	44582.4	0	324.84	0	9.55	9.55	723.87	0.65
1997 04 02 12	44582.4	0	387.41	0	12.03	12.03	764.69	0.65
1997 04 03 12	44582.4	0	505.97	0	15.91	15.91	895.08	0.65
1997 04 04 12	44928	3.71	204.34	0	15.88	15.88	1361.04	0.65
1997 04 05 12	44928	22.63	206.74	0	18.14	18.14	1912.82	0.65
1997 04 06 12	45273.6	4.16	490.75	0	19.62	19.62	1872.03	0.65
1997 04 07 12	45273.6	0	522.59	0	12.74	12.74	990.49	0.65
1997 04 08 12	45273.6	0	337.55	0	9.99	9.99	759.27	0.65
1997 04 09 12	45619.2	0	426.37	0	11.84	11.84	961.55	0.65
1997 04 10 12	45619.2	2.25	519.02	0	10.19	10.19	812	0.65
1997 04 11 12	45619.2	6.39	330.55	0	14.09	14.09	1224.29	0.65
1997 04 12 12	45964.8	9.13	317.18	0	17.7	17.7	1767.62	0.65
1997 04 13 12	45964.8	0	506.66	0	9.57	9.57	942.31	0.65
1997 04 14 12	45974.37	0	501.9	0	7.38	7.38	722.34	0.65
1997 04 15 12	46310.4	0	529.1	0	10.57	10.57	840.85	0.65
1997 04 16 12	46310.4	0	527.81	0	14.87	14.87	929.89	0.65
1997 04 17 12	46502.57	0.02	527.8	0	12.75	12.75	958.8	0.65
1997 04 18 12	46656	0	532.49	0	7.87	7.87	710.13	0.65
1997 04 19 12	46656	0.09	514.56	0	13.62	13.62	1120.36	0.65
1997 04 20 12	46984.59	0.04	457.41	0	17.23	17.23	1496.86	0.65
1997 04 21 12	47001.6	0.92	378.76	0	20.7	20.7	1866.48	0.65
1997 04 22 12	47001.6	8.74	301.26	0	20.67	20.67	1942.61	0.65
1997 04 23 12	47330.19	0.52	361.63	0	14.6	14.6	1360.74	0.65
1997 04 24 12	47347.2	0	495.46	0	12.31	12.31	1004.6	0.65
1997 04 25 12	47347.2	1.05	251.97	0	14.66	14.66	1094.96	0.65
1997 04 26 12	47675.79	6.37	157.63	0	13.05	13.05	1303.35	0.65
1997 04 27 12	47692.8	42.73	271.35	0	16.32	16.32	1733.65	0.65
1997 04 28 12	47692.8	6.32	341.14	0	18.21	18.21	1803.21	0.65
1997 04 29 12	47959.74	0.75	472.64	0	16.98	16.98	1538.02	0.65
1997 04 30 12	48038.4	0	515.17	0	19.26	19.26	1675.87	0.65
1997 05 01 12	48038.4	1.71	481.33	0	18.22	18.22	1761.44	0.65
1997 05 02 12	48161.31	0.27	440.85	0	17.69	17.69	1604.1	0.65
1997 05 03 12	48384	44.64	515.01	0	20.36	20.36	1919.21	0.65
1997 05 04 12	48384	0	595.67	0	13.72	13.72	1062.02	0.65
1997 05 05 12	48393.57	0	572.43	0	14.76	14.76	1011.97	0.65
1997 05 06 12	48729.6	0	559.58	0	18.22	18.22	1600.53	0.65
1997 05 07 12	48729.6	0	571.85	0	19.4	19.4	1522.07	0.65
1997 05 08 12	48729.6	0	427.9	0	20.97	20.97	1945.23	0.65
1997 05 09 12	48996.54	8.59	321.7	0	19.8	19.8	1929.94	0.65
1997 05 10 12	49075.2	0	601.05	0	13.62	13.62	1078.64	0.65
1997 05 11 12	49075.2	0	587.56	0	15.62	15.62	1054.01	0.65
1997 05 12 12	49084.77	0	566.61	0	17.17	17.17	1240.95	0.65
1997 05 13 12	49420.8	1.06	587.05	0	16.13	16.13	1235.03	0.65
1997 05 14 12	49420.8	0.32	457.31	0	17.25	17.25	1436.26	0.65
1997 05 15 12	49420.8	0.06	394.77	0	19.84	19.84	1659.93	0.65
1997 05 16 12	49481.41	0	593.17	0	16.41	16.41	1168.95	0.65
1997 05 17 12	49766.4	0	586.17	0	18.54	18.54	1299.34	0.65
1997 05 18 12	49766.4	0	552.59	0	21.36	21.36	1850.8	0.65
1997 05 19 12	49766.4	1.45	442.71	0	22.87	22.87	2242.47	0.65
1997 05 20 12	49775.97	1.22	402.91	0	22.57	22.57	2270.89	0.65
1997 05 21 12	50094.99	0.33	288.93	0	19.89	19.89	1818.65	0.65
1997 05 22 12	50112	0	564.14	0	16.76	16.76	1310.35	0.65
1997 05 23 12	50112	1.21	350.39	0	18.9	18.9	1610.58	0.65
1997 05 24 12	50112	0.17	314.86	0	22.58	22.58	2286.94	0.65
1997 05 25 12	50234.91	26.32	350.78	0	22.37	22.37	2296.2	0.65
1997 05 26 12	50457.6	0.01	392.36	0	24.2	24.2	2558.31	0.65
1997 05 27 12	50457.6	28.69	353.87	0	25.01	25.01	2630.07	0.65
1997 05 28 12	50457.6	7.6	405.63	0	22.68	22.68	2289.94	0.65
1997 05 29 12	50457.6	16.69	338.48	0	18.88	18.88	1930.2	0.65
1997 05 30 12	50467.17	1.01	326.01	0	19.31	19.31	1978.4	0.65
1997 05 31 12	50724.54	60.3	254	0	20.14	20.14	2132.19	0.65
1997 06 01 12	50803.2	6.19	350.81	0	18.13	18.13	1796.65	0.65
1997 06 02 12	50803.2	10.01	291.84	0	17.48	17.48	1749.67	0.65
1997 06 03 12	50803.2	0.04	469.12	0	18.59	18.59	1800.35	0.65
1997 06 04 12	50803.2	0.64	366.63	0	21.48	21.48	2016.56	0.65
1997 06 05 12	50803.2	22.65	387.71	0	20.84	20.84	2061.42	0.65
1997 06 06 12	50812.77	2.11	445.25	0	20.2	20.2	1938.8	0.65
1997 06 07 12	50995.38	16.94	465.28	0	20.05	20.05	1949.44	0.65
1997 06 08 12	51131.79	2.18	470.48	0	20.79	20.79	2014.99	0.65
1997 06 09 12	51148.8	1.13	302.12	0	22.42	22.42	2285.95	0.65
1997 06 10 12	51148.8	2.59	335.71	0	21.77	21.77	2205.42	0.65
1997 06 11 12	51148.8	11.09	338.49	0	21.35	21.35	2186.25	0.65
1997 06 12 12	51148.8	3.02	337.59	0	23.47	23.47	2434.73	0.65
1997 06 13 12	51148.8	0.46	495.16	0	25.81	25.81	2739.96	0.65
1997 06 14 12	51148.8	16.69	400.67	0	26.22	26.22	2783.37	0.65
1997 06 15 12	51148.8	0	538.75	0	23.74	23.74	2336.5	0.65
1997 06 16 12	51148.8	8.89	323.35	0	25	25	2594.04	0.65
1997 06 17 12	51148.8	7.69	321.46	0	25.09	25.09	2744.91	0.65
1997 06 18 12	51148.8	0.14	382.99	0	24.04	24.04	2522.18	0.65
1997 06 19 12	51148.8	1.11	474.8	0	25.74	25.74	2581.29	0.65
1997 06 20 12	51148.8	0	384.12	0	24.64	24.64	2580.91	0.65
1997 06 21 12	51148.8	9.09	369.32	0	25.62	25.62	2689.44	0.65
1997 06 22 12	51148.8	17.35	386.29	0	26.41	26.41	2885.26	0.65
1997 06 23 12	51148.8	0.11	344.91	0	27.81	27.81	2897.21	0.65
1997 06 24 12	51148.8	3.6	424.33	0	27.08	27.08	2697.52	0.65
1997 06 25 12	51148.8	5.38	314.55	0	25.41	25.41	2687.99	0.65
1997 06 26 12	51148.8	2.55	316.05	0	24.1	24.1	2536.1	0.65
1997 06 27 12	51148.8	17.52	333.66	0	25.14	25.14	2621.04	0.65
1997 06 28 12	51148.8	0.89	369.49	0	26.2	26.2	2648.99	0.65
1997 06 29 12	51148.8	21.22	345.61	0	26	26	2731.1	0.65
1997 06 30 12	51148.8	7.93	313.04	0	24.92	24.92	2671.73	0.65
1997 07 01 12	51148.8	11.95	338.88	0	26.99	26.99	3059.15	0.65
1997 07 02 12	51148.8	0.04	599.7	0	29.42	29.42	3303.35	0.65
1997 07 03 12	51148.8	0	629.93	0	29.9	29.9	3341.48	0.65
1997 07 04 12	51148.8	0	602.82	0	30.85	30.85	3330.25	0.65
1997 07 05 12	51070.14	14.4	626.81	0	26.77	26.77	2749.14	0.65
1997 07 06 12	50926.11	0	588.25	0	23.35	23.35	2218.05	0.65
1997 07 07 12	50803.2	1.67	473.93	0	26.19	26.19	2512.09	0.65
1997 07 08 12	50803.2	8.01	364.73	0	26.06	26.06	2651.57	0.65
1997 07 09 12	50803.2	8.38	438.8	0	25.96	25.96	2701.77	0.65
1997 07 10 12	50803.2	23.04	397.44	0	26.88	26.88	2754.08	0.65
1997 07 11 12	50803.2	0.12	512.79	0	27.41	27.41	2763.02	0.65
1997 07 12 12	50786.19	0.22	499.44	0	28.17	28.17	2767.77	0.65
1997 07 13 12	50580.52	0	465.92	0	27.61	27.61	2732.01	0.65
1997 07 14 12	50457.6	0	543.78	0	27.74	27.74	2750.86	0.65
1997 07 15 12	50457.6	0	443.31	0	28.28	28.28	2930.13	0.65
1997 07 16 12	50457.6	0	347.96	0	27.58	27.58	2864.82	0.65
1997 07 17 12	50457.6	0.1	383.42	0	27.65	27.65	2871.67	0.65
1997 07 18 12	50378.94	0.56	508.4	0	26.83	26.83	2769.34	0.65
1997 07 19 12	50121.57	0	559.65	0	28.01	28.01	2784.75	0.65
1997 07 20 12	50112	10.73	485.17	0	28.19	28.19	2897.41	0.65
1997 07 21 12	50112	10.91	372.87	0	26.87	26.87	2860.93	0.65
1997 07 22 12	50112	30.69	383.33	0	26.05	26.05	2801.62	0.65
1997 07 23 12	49958.57	3.49	384.15	0	27.14	27.14	2919.36	0.65
1997 07 24 12	49766.4	8	494.67	0	28.6	28.6	3032.46	0.65
1997 07 25 12	49766.4	0	644.62	0	29.33	29.33	2873.07	0.65
1997 07 26 12	49766.4	0.02	507.31	0	29.2	29.2	2872.18	0.65
1997 07 27 12	49687.74	0	449.19	0	30.55	30.55	3151.03	0.65
1997 07 28 12	49420.8	11.96	505.11	0	30.56	30.56	3304.36	0.65
1997 07 29 12	49420.8	14.34	384.56	0	29.48	29.48	3215.44	0.65
1997 07 30 12	49420.8	11.75	359.91	0	28.08	28.08	2983.08	0.65
1997 07 31 12	49267.38	0.65	317.45	0	24.91	24.91	2661.58	0.65
1997 08 01 12	49075.2	0.31	610.83	0	21.46	21.46	2020.95	0.65
1997 08 02 12	49075.2	0.05	567.86	0	23.46	23.46	2100.49	0.65
1997 08 03 12	49075.2	0.38	430.09	0	25.88	25.88	2573.77	0.65
1997 08 04 12	48739.17	0.2	437.47	0	27.58	27.58	2805.93	0.65
1997 08 05 12	48729.6	1.24	377.99	0	27.69	27.69	2822.41	0.65
1997 08 06 12	48729.6	0.54	539.4	0	25.03	25.03	2232.84	0.65
1997 08 07 12	48650.94	2.27	406.7	0	24.81	24.81	2363.15	0.65
1997 08 08 12	48384	17.22	288.81	0	25.09	25.09	2577.64	0.65
1997 08 09 12	48384	6.16	346.93	0	24.48	24.48	2535.27	0.65
1997 08 10 12	48384	6.29	321.8	0	24.69	24.69	2550.11	0.65
1997 08 11 12	48038.4	0.55	326.63	0	25.98	25.98	2777.47	0.65
1997 08 12 12	48038.4	4.59	357.43	0	27.07	27.07	2957.9	0.65
1997 08 13 12	48038.4	4.67	374.41	0	27.42	27.42	2932.88	0.65
1997 08 14 12	47692.8	2.06	360.78	0	27.81	27.81	2938.78	0.65
1997 08 15 12	47692.8	8.48	407.43	0	27.53	27.53	2976.8	0.65
1997 08 16 12	47692.8	0.36	475.31	0	28.82	28.82	3104.9	0.65
1997 08 17 12	47347.2	3.12	507.83	0	28.95	28.95	3111.27	0.65
1997 08 18 12	47347.2	3.57	301.14	0	28.1	28.1	3067.65	0.65
1997 08 19 12	47347.2	3.18	389.07	0	27.14	27.14	2908.45	0.65
1997 08 20 12	47001.6	4.37	402.44	0	27.65	27.65	2969.28	0.65
1997 08 21 12	47001.6	0.06	443.15	0	25.4	25.4	2493.31	0.65
1997 08 22 12	47001.6	0.07	594.38	0	21.59	21.59	1811.53	0.65
1997 08 23 12	46656	0.05	590.95	0	21.78	21.78	1796.38	0.65
1997 08 24 12	46656	0	595.58	0	22.01	22.01	1738.86	0.65
1997 08 25 12	46656	0	588.49	0	23.42	23.42	1818.92	0.65
1997 08 26 12	46310.4	0	570.47	0	25.38	25.38	2162.2	0.65
1997 08 27 12	46310.4	0	491.11	0	26.87	26.87	2506.04	0.65
1997 08 28 12	46310.4	0	526.6	0	28.09	28.09	2769.33	0.65
1997 08 29 12	45964.8	0.14	522.61	0	27.92	27.92	2734.95	0.65
1997 08 30 12	45964.8	0.21	361.98	0	27.9	27.9	2708.17	0.65
1997 08 31 12	45964.8	12.95	350.72	0	27.53	27.53	2678.11	0.65
1997 09 01 12	45619.2	0.46	358.79	0	26.57	26.57	2753.36	0.65
1997 09 02 12	45619.2	1.49	319.34	0	27.9	27.9	2821.76	0.65
1997 09 03 12	45334.21	0.36	383.98	0	27.75	27.75	2787.87	0.65
1997 09 04 12	45273.6	0	538.74	0	22.68	22.68	2133.1	0.65
1997 09 05 12	45273.6	0	459.1	0	22.55	22.55	2048.97	0.65
1997 09 06 12	44928	0	534.01	0	22.31	22.31	1925.71	0.65
1997 09 07 12	44928	0	527.96	0	23.18	23.18	1844.99	0.65
1997 09 08 12	44928	0	409.22	0	23.91	23.91	2003.19	0.65
1997 09 09 12	44582.4	4.44	361.02	0	25.41	25.41	2335.99	0.65
1997 09 10 12	44582.4	3.74	388.06	0	25.03	25.03	2403.1	0.65
1997 09 11 12	44582.4	0	515.49	0	22.19	22.19	1885.93	0.65
1997 09 12 12	44236.8	0	523.67	0	21.69	21.69	1655.95	0.65
1997 09 13 12	44236.8	0	502.53	0	22.81	22.81	1694.39	0.65
1997 09 14 12	43891.2	0	519.32	0	23.13	23.13	1704.34	0.65
1997 09 15 12	43891.2	0	518.47	0	23.81	23.81	1890.5	0.65
1997 09 16 12	43891.2	0	516.09	0	24.75	24.75	1863.97	0.65
